Person,Country,Age,ID_Organisation,ID_Catalog
Ian Gallagher,USA,68,455,444
Paula Brown,UK,59,380,266
Xavier White,Australia,51,348,6
Ian Lee,China,78,365,351
Steve Allen,Poland,77,91,146
Bob Brown,India,23,102,43
Laura Davis,Argentina,68,48,230
Laura Lewis,South Africa,38,396,78
Victor Thomas,Israel,75,215,136
Ursula Prince,South Africa,60,443,260
George Gallagher,Finland,25,307,294
Alice Davis,USA,33,441,441
Zachary Harris,India,43,135,478
Tina Hunt,Australia,72,471,385
Paula Allen,China,23,273,168
Steve Thomas,Spain,70,260,89
Helen Lee,Finland,63,136,102
Wendy Anderson,Mexico,84,404,94
Charlie Keller,Argentina,16,61,62
Kevin Walker,Ukraine,77,208,309
Ian King,China,63,446,499
Diana Costanza,Finland,63,413,500
Helen Gallagher,Sweden,76,186,8
Quentin King,Sweden,79,125,61
Oscar Jackson,Spain,56,77,349
Wendy Keller,Australia,51,121,129
Wendy Hunt,China,42,292,179
Zachary Young,China,71,167,483
Nina Gallagher,USA,78,102,454
Helen White,UK,17,216,364
Ian Allen,Poland,57,369,268
Alice Thomas,Argentina,37,314,457
Julia Brown,China,85,82,266
Mike Gallagher,Finland,60,268,226
Xavier Gallagher,Switzerland,73,12,393
Nina King,Spain,62,445,260
Oscar Young,Sweden,64,10,269
Alice White,Norway,84,69,424
Victor Hunt,Belgium,34,387,104
Wendy Hall,Russia,68,236,192
Bob Davis,Russia,63,102,436
Ethan Walker,Arizona,19,398,111
Julia King,China,52,480,483
Oscar Moore,Ukraine,64,436,358
Rachel Clark,Belgium,43,377,250
Charlie Keller,Arizona,84,242,5
Quentin Williams,Ukraine,47,260,95
Rachel Lewis,Japan,38,361,77
Ursula Wright,India,65,411,424
Kevin Thompson,Finland,40,389,331
Paula Wright,Denmark,50,413,148
Kevin Prince,Spain,57,475,197
Ethan Gallagher,Australia,17,278,494
Victor Costanza,South Africa,68,426,132
Victor Anderson,Canada,65,63,108
Quentin Brown,Arizona,25,287,348
Mike Brown,South Africa,41,310,307
Ian Jackson,Japan,20,487,197
Victor Clark,Switzerland,82,369,78
Tina Hunt,Japan,64,75,499
Steve Clark,Denmark,17,157,356
Fiona Moore,Namibia,63,359,254
Zachary Wright,China,23,126,216
Ursula Costanza,USA,62,193,307
Kevin Walker,Belgium,38,162,321
Alice Hall,Denmark,54,38,72
George Jackson,Spain,83,280,315
Steve Hall,USA,81,389,391
Quentin Harris,UK,83,36,47
Bob Thompson,China,52,306,382
Fiona Costanza,Austria,19,126,400
Nina Clark,UK,80,333,171
Rachel Hall,Namibia,52,134,401
Yvonne Anderson,Sweden,78,69,400
Diana Costanza,Netherlands,71,440,405
Wendy Allen,India,79,438,214
George Rodriguez,India,25,367,301
Charlie Hall,Namibia,23,411,156
Helen Clark,Israel,46,24,395
Steve Moore,India,58,491,395
Mike Clark,Mexico,38,61,285
Diana Rodriguez,France,24,416,270
Xavier Moore,South Africa,75,86,307
Charlie Allen,India,29,63,82
Mike White,Arizona,55,199,4
George Brown,Canada,43,55,69
Charlie Moore,Argentina,30,230,403
Yvonne Williams,Israel,38,361,126
Ethan Moore,Poland,83,279,283
Charlie Davis,Poland,37,13,213
George Williams,Mexico,30,196,177
Ethan Thompson,Spain,66,46,284
Steve Prince,USA,60,116,50
Alice Williams,Japan,74,309,338
Fiona King,Poland,24,116,204
Ursula Gallagher,Australia,40,279,334
Bob Davis,Sweden,73,489,17
Fiona Williams,Russia,55,3,39
Yvonne Anderson,Denmark,65,43,444
Wendy Keller,Austria,20,480,239
Paula Hunt,India,36,19,324
Xavier Thomas,Finland,22,357,366
Steve Rodriguez,USA,71,377,432
George Allen,Norway,45,124,492
George White,UK,30,489,206
Wendy Gallagher,Belgium,32,167,499
Charlie Brown,Israel,50,194,481
Diana Moore,Brazil,20,450,458
Laura Hall,Japan,59,52,106
Helen Hall,Canada,19,303,203
Oscar Costanza,Germany,35,151,500
Bob Moore,Israel,27,327,432
George Jackson,Belgium,69,173,123
Helen Lewis,Germany,44,408,197
Helen Hall,Argentina,62,247,143
George Keller,China,56,448,259
Bob Allen,USA,19,408,283
Julia Prince,Austria,34,350,194
Paula White,France,27,366,159
Nina Clark,Brazil,31,138,201
Laura Williams,UK,44,296,131
Yvonne Walker,Finland,62,262,367
Victor Young,South Korea,65,441,381
Julia Walker,Spain,23,51,258
Diana King,UK,33,110,87
Bob Prince,Denmark,60,54,308
Quentin Rodriguez,USA,67,381,9
Tina Prince,India,60,17,234
Kevin Prince,Spain,65,418,463
Oscar Moore,Norway,18,144,206
Diana Harris,Spain,34,345,327
Quentin Walker,South Korea,41,376,310
Victor Martin,Norway,70,276,451
Xavier Walker,India,37,6,73
Bob Anderson,India,26,456,16
Helen Harris,Ukraine,45,146,250
Mike King,South Korea,27,130,150
Zachary Hunt,China,30,352,465
Steve Thompson,South Korea,59,112,33
Julia White,Finland,61,8,491
Rachel Brown,Germany,34,322,317
Bob Martin,Norway,55,241,101
Kevin Martin,Mexico,33,416,230
Wendy Hunt,Mexico,42,212,323
Charlie Brown,UK,82,482,82
Ian Jackson,Germany,82,60,136
Wendy Martin,Israel,72,22,78
George Martin,USA,72,152,58
Paula Brown,South Africa,17,86,89
Laura Gallagher,Ukraine,57,465,469
George Hall,Russia,40,131,381
Charlie Thompson,Belgium,39,96,280
Bob Lewis,Norway,54,475,36
Paula White,South Africa,20,50,199
Helen Thompson,France,60,395,282
Ian Rodriguez,Spain,30,229,97
Tina Costanza,Sweden,67,317,323
Diana Williams,Spain,70,334,339
Laura Martin,China,33,416,32
Zachary Harris,South Korea,65,143,370
Nina Moore,Denmark,49,238,285
Laura Harris,Spain,58,461,25
Rachel Anderson,Norway,23,382,349
Charlie Walker,Israel,47,407,425
Steve Lewis,Australia,61,240,452
Bob Lewis,Spain,81,222,62
Bob Hunt,Argentina,60,322,172
Yvonne Prince,Mexico,46,271,347
Ethan Jackson,Ukraine,34,6,127
Fiona Hall,Belgium,59,427,289
Diana Rodriguez,Italy,83,19,399
Laura Gallagher,Argentina,42,415,310
Yvonne Brown,Ukraine,40,8,498
Nina Moore,India,17,376,344
Rachel Keller,Germany,45,288,462
Quentin Thomas,UK,29,378,221
Ursula Moore,Puerto Rico,67,304,73
Wendy Allen,Japan,31,377,9
Kevin Williams,India,28,297,235
Alice Lee,Norway,78,151,498
Yvonne Thomas,Norway,51,13,436
Nina Lewis,Italy,55,127,262
Oscar Wright,South Africa,76,107,283
Ursula Thomas,Brazil,30,396,355
Ursula Jackson,Finland,68,254,218
Tina Jackson,Puerto Rico,36,289,194
Fiona Young,Belgium,45,85,367
Paula Costanza,Spain,49,486,117
Paula King,France,40,347,442
Ursula Lee,Russia,21,168,210
Mike King,Poland,29,474,480
Ian Davis,India,55,98,11
Oscar Harris,Argentina,45,77,487
Steve King,Namibia,72,197,416
Wendy Rodriguez,Russia,71,18,478
Laura Wright,Russia,29,242,406
Bob Gallagher,South Africa,39,444,122
Nina Young,Brazil,72,129,374
Victor Costanza,Puerto Rico,47,274,24
Charlie Costanza,Japan,83,135,99
Julia Davis,Switzerland,60,441,346
Paula Allen,Italy,71,384,288
Ethan Martin,Italy,24,56,380
Julia Thompson,Denmark,37,13,228
George Anderson,Puerto Rico,84,247,454
Zachary King,India,60,160,62
Ian Jackson,Norway,69,446,157
Oscar Costanza,Japan,28,399,203
Quentin Rodriguez,Poland,38,208,207
Helen Moore,UK,17,280,445
Ursula Clark,South Africa,44,281,100
Alice Prince,Israel,62,243,260
Xavier Prince,Austria,63,462,222
Bob Clark,Argentina,22,456,348
Zachary Anderson,Japan,81,351,318
Alice King,Canada,52,146,486
Mike Wright,Netherlands,83,401,88
Nina Davis,Puerto Rico,42,135,355
Mike Brown,Puerto Rico,43,392,414
Nina Costanza,Russia,49,289,100
Wendy Davis,Argentina,26,98,232
Ethan King,Australia,41,267,382
Bob Thomas,Ukraine,16,333,118
Bob King,Argentina,45,142,291
Diana Walker,Russia,67,147,251
Nina Anderson,Netherlands,77,102,288
Wendy Martin,China,42,450,120
Xavier Moore,Canada,36,326,250
Zachary Allen,China,25,187,177
George Hall,Netherlands,62,353,258
Rachel Keller,France,38,46,103
Mike Moore,Japan,68,27,334
Helen Keller,Namibia,55,38,468
Xavier Moore,Argentina,74,207,7
Ethan Clark,India,55,307,8
Paula Gallagher,Belgium,48,272,261
Charlie Williams,Ukraine,19,128,301
Charlie Martin,China,84,39,89
Quentin Clark,Brazil,72,313,325
Helen Lee,Ukraine,44,483,388
Alice King,Australia,39,404,230
Ursula Clark,China,51,218,293
Laura Keller,Poland,47,424,397
Nina Lewis,Argentina,35,125,485
Yvonne Gallagher,France,72,86,324
Julia Clark,Belgium,28,441,348
Charlie Jackson,South Africa,36,119,27
Wendy Harris,India,19,34,348
Steve Anderson,Denmark,78,20,44
Ian Allen,Japan,35,288,455
Bob Anderson,South Korea,72,54,455
Fiona Brown,Switzerland,69,66,146
Rachel Thompson,Israel,80,169,207
Fiona Costanza,Arizona,85,332,500
Rachel Martin,Japan,77,475,114
Zachary Wright,Canada,73,236,497
Nina Williams,Belgium,40,313,449
Ursula Hall,Ukraine,24,362,123
Nina Rodriguez,Germany,70,185,396
Paula Thomas,Japan,68,304,281
Ian Walker,India,69,208,477
Wendy Keller,Brazil,76,380,428
Laura Martin,Russia,80,140,182
Helen Jackson,China,73,247,366
Paula Clark,Finland,33,353,313
Ian Jackson,Namibia,45,212,38
Rachel Hall,Namibia,40,226,150
Julia Rodriguez,Spain,40,389,318
Mike Brown,South Korea,32,138,137
Kevin Williams,Netherlands,60,427,434
Mike Moore,Germany,35,62,246
Zachary Clark,Netherlands,58,405,492
Steve Rodriguez,Japan,66,389,56
Xavier Williams,India,72,370,211
George King,Spain,53,2,115
Zachary Clark,UK,54,110,252
Ian Davis,Spain,71,313,457
Rachel Williams,Namibia,64,164,164
Diana Williams,Argentina,68,398,437
Diana Lee,Puerto Rico,16,444,254
Xavier Young,Namibia,42,320,405
George Hall,Russia,46,66,319
Julia Brown,Spain,76,407,188
Steve Thomas,Netherlands,61,462,22
Charlie Harris,Finland,73,187,187
Kevin Moore,Israel,82,194,109
Ursula Hunt,Japan,17,351,465
Victor Moore,USA,59,202,31
Kevin Jackson,China,42,268,368
Ursula King,South Korea,30,27,293
Mike Williams,UK,71,476,195
Diana Martin,Japan,59,100,41
Oscar Harris,Austria,18,412,355
Fiona Thomas,South Korea,63,193,308
Oscar Allen,Russia,81,44,151
George Keller,Denmark,73,169,235
Kevin Wright,Finland,49,202,403
Bob Harris,Switzerland,50,397,93
Nina Williams,Finland,40,121,446
Quentin Rodriguez,Spain,55,312,361
Steve Martin,Austria,64,372,26
Rachel Allen,Italy,81,239,388
Kevin Clark,France,52,56,149
Ursula Williams,Switzerland,69,115,481
Julia Clark,Arizona,49,171,54
Ethan Wright,Denmark,31,465,289
Helen Thompson,Germany,37,81,336
Xavier Lee,Sweden,18,308,332
Wendy Thomas,South Korea,43,484,482
Charlie Hall,Spain,26,406,102
Ian Allen,Poland,58,426,226
Tina Lee,UK,21,244,95
Kevin Harris,Denmark,78,68,481
Helen Brown,Denmark,42,482,215
Laura Thompson,Argentina,41,227,358
Charlie Walker,Finland,29,495,404
Alice Thomas,China,46,205,249
Oscar Moore,Denmark,78,311,185
Zachary Lewis,Switzerland,32,369,488
Ethan Anderson,Denmark,77,112,240
Charlie Lewis,Belgium,76,161,169
Yvonne Thompson,Italy,32,16,429
Tina Thomas,Ukraine,49,344,13
Fiona Rodriguez,South Africa,54,105,287
Xavier Clark,Canada,64,431,302
Oscar Harris,South Africa,31,121,346
Mike Harris,India,50,393,280
Quentin Martin,Namibia,66,309,447
Bob Clark,China,82,218,119
Steve Davis,Israel,31,277,355
Helen Jackson,France,52,313,28
Victor Thomas,South Korea,49,239,143
Fiona Thompson,Germany,73,71,186
Julia Anderson,Ukraine,35,246,288
Nina Davis,Germany,58,130,236
Ursula Gallagher,China,51,464,29
Oscar Jackson,Russia,47,313,64
Ian Harris,USA,46,230,280
Fiona Rodriguez,UK,45,161,212
Quentin Lee,Italy,18,287,334
Ursula White,India,77,236,1
Xavier Moore,Norway,19,55,98
Steve Walker,Sweden,38,166,202
Oscar Lee,China,54,396,347
Zachary Harris,Brazil,27,391,246
Yvonne Moore,Japan,82,207,93
Nina Martin,Arizona,83,211,36
Mike Keller,India,66,107,406
Rachel Prince,Brazil,17,481,102
Ethan Young,Belgium,32,156,351
Tina Clark,Belgium,54,14,313
Ian Harris,Austria,62,415,423
Ian Lewis,India,73,16,399
Kevin Keller,Austria,54,138,494
Zachary Keller,Mexico,59,148,53
Ethan Prince,Puerto Rico,64,88,25
Rachel Walker,France,25,359,91
Quentin Lee,Brazil,48,470,260
Fiona Rodriguez,USA,19,405,346
Steve Gallagher,UK,61,127,440
Mike Jackson,UK,52,325,182
Mike Clark,South Africa,69,307,21
Alice Davis,Spain,43,97,46
Zachary Jackson,Canada,54,8,487
Ian Prince,Poland,74,168,264
Wendy Anderson,Australia,75,217,265
Nina Davis,Netherlands,77,230,417
Xavier Lewis,Switzerland,46,116,123
Kevin Martin,Israel,35,11,48
Rachel Anderson,Mexico,57,230,202
Mike Davis,Belgium,38,453,295
Wendy King,Finland,22,375,213
Julia Davis,USA,43,40,274
Julia Davis,India,47,343,93
Ursula Martin,Finland,33,109,131
Ursula Martin,Finland,62,145,220
Xavier Davis,Canada,23,113,390
Yvonne Rodriguez,South Africa,68,233,346
Fiona Martin,Mexico,54,346,27
Charlie Lee,Namibia,38,362,262
Tina Prince,Israel,42,424,171
George Jackson,Mexico,39,176,323
Wendy Martin,Canada,84,343,443
Nina Wright,USA,79,356,262
Charlie King,Brazil,80,146,497
Wendy Thompson,Ukraine,25,126,379
Yvonne Anderson,France,75,345,140
Tina Davis,Namibia,56,10,192
Wendy Rodriguez,Canada,49,27,389
Laura Hall,Poland,50,214,365
Laura Davis,Canada,23,206,316
Bob Hall,South Africa,29,50,320
Zachary Young,Norway,74,112,328
Oscar Hunt,Ukraine,46,405,1
Helen Prince,Poland,84,140,194
Julia Keller,Mexico,50,457,427
Yvonne Hunt,UK,57,131,345
Bob Brown,Spain,42,56,295
Laura Brown,China,79,125,8
Kevin Hall,Switzerland,19,435,20
Helen King,South Africa,42,485,96
Xavier Lee,Spain,65,73,13
Kevin Hall,Finland,63,362,178
Xavier Harris,Australia,80,155,311
Paula White,Denmark,60,376,474
Oscar Rodriguez,India,45,305,125
Tina Lewis,South Korea,42,37,16
Steve Hall,Norway,26,498,277
Quentin Clark,Norway,72,281,226
Quentin Gallagher,Argentina,17,348,434
Steve Jackson,China,39,372,445
Quentin Keller,Arizona,82,102,7
Victor Davis,South Africa,62,324,330
Steve King,Argentina,53,207,388
Zachary Walker,UK,73,386,150
Kevin Martin,Spain,56,348,383
Mike Walker,Puerto Rico,16,459,108
Fiona Thompson,China,84,414,328
Quentin Thompson,Norway,82,232,422
Kevin Brown,France,32,18,249
Kevin Hall,Canada,21,130,205
Zachary Lewis,Germany,75,148,107
Steve Williams,Austria,49,471,273
Ian Moore,India,40,315,86
Alice Hunt,Israel,48,423,459
Yvonne Anderson,USA,77,121,326
Diana Lewis,China,26,466,278
Ursula Lee,USA,31,35,93
Alice King,Switzerland,66,251,466
Fiona Lee,Japan,66,317,413
Ursula Anderson,Canada,71,43,327
Yvonne Harris,Belgium,69,141,248
Charlie Williams,India,44,178,94
Oscar Jackson,Belgium,62,70,359
Wendy Williams,Brazil,29,489,351
Yvonne King,Switzerland,17,334,3
Charlie Young,Denmark,26,326,444
Quentin Keller,Netherlands,27,170,82
Steve Brown,Germany,79,152,36
Zachary Young,Denmark,64,365,357
Ian Costanza,France,64,13,412
Julia Hunt,Brazil,28,204,252
Ethan Costanza,Canada,54,196,429
Xavier Anderson,South Africa,76,60,20
Mike Brown,Austria,23,221,233
Ursula Keller,India,74,271,273
Tina Gallagher,Japan,48,63,279
Diana Brown,Germany,74,83,413
Tina Williams,Namibia,48,242,318
Zachary Rodriguez,France,29,336,49
Oscar Brown,Norway,66,139,239
Ursula Hall,South Africa,58,277,323
Laura Thompson,Finland,73,304,11
Helen Wright,India,67,322,237
Xavier Jackson,South Africa,78,478,309
Charlie Williams,Sweden,77,271,145
Rachel Allen,Austria,56,84,112
Yvonne Brown,USA,52,162,430
George Costanza,Mexico,43,13,136
Tina Rodriguez,Netherlands,19,404,238
Alice Williams,UK,35,202,488
Yvonne Thompson,Norway,59,135,229
Laura Costanza,South Africa,53,405,365
Charlie Martin,Sweden,83,72,175
Charlie Prince,China,34,420,325
George Brown,Switzerland,60,260,84
Charlie Moore,Netherlands,65,490,116
Victor Keller,UK,85,393,465
Alice Wright,Mexico,17,275,456
Wendy Clark,South Africa,26,55,86
Yvonne White,Namibia,18,155,156
Wendy Keller,Germany,66,164,349
Yvonne Thompson,China,32,48,52
Ethan Thompson,China,67,265,55
Bob Lewis,Argentina,28,494,436
Victor Thompson,Belgium,70,499,120
Laura Hunt,Russia,58,78,478
Nina Moore,Switzerland,73,59,38
Bob Thompson,USA,66,274,211
Quentin Walker,South Africa,51,215,378
Julia Prince,South Korea,76,454,121
Laura Lee,Israel,70,282,292
Kevin Costanza,Puerto Rico,53,96,176
Fiona Jackson,Puerto Rico,72,474,195
Rachel Lewis,India,77,416,386
Helen Hall,Finland,27,199,321
Mike Brown,India,36,499,343
Ursula Keller,China,19,52,136
Victor Young,UK,61,365,331
Alice Hall,Arizona,25,180,330
Yvonne Prince,Denmark,44,73,115
Alice Walker,Israel,78,467,252
Ethan Jackson,Belgium,25,360,47
Laura Walker,Norway,45,118,412
Yvonne Clark,South Korea,27,202,65
Yvonne Hall,UK,71,95,281
Xavier King,Namibia,27,165,369
Wendy Young,Belgium,66,28,339
Zachary Costanza,UK,84,30,180
Charlie Walker,Argentina,43,135,477
George Anderson,Sweden,68,128,165
Nina Clark,Germany,82,256,227
Tina Walker,Brazil,52,250,75
Julia Allen,Mexico,28,361,218
Oscar Harris,Australia,28,410,275
Paula Young,South Korea,46,11,317
Nina Thomas,India,54,67,309
Ursula Costanza,Canada,66,271,121
Xavier Thomas,Argentina,77,13,310
Xavier Walker,Netherlands,58,54,216
Victor Gallagher,France,55,179,136
Quentin Wright,Australia,64,72,225
Paula Costanza,India,29,442,474
Fiona Jackson,Argentina,28,67,344
Yvonne Rodriguez,Puerto Rico,66,207,115
Ian Williams,Mexico,29,319,227
Xavier Anderson,Mexico,75,218,175
Wendy Gallagher,Canada,54,206,433
Tina Harris,Argentina,58,482,391
Diana Martin,Netherlands,24,245,190
Charlie Thompson,China,47,191,353
Victor Hunt,Israel,57,134,329
Oscar Williams,Poland,16,321,12
Laura Wright,Arizona,49,350,171
Wendy Clark,France,78,213,215
Julia Rodriguez,Puerto Rico,82,153,59
Helen Rodriguez,Brazil,31,92,234
Nina Brown,India,84,396,121
George White,South Korea,85,91,327
Zachary Hunt,Mexico,62,65,147
Zachary King,Italy,65,447,8
Victor Costanza,Finland,47,159,56
Paula Martin,Norway,55,209,55
Zachary Anderson,China,29,331,393
Steve Walker,China,20,335,52
Julia Hall,Puerto Rico,44,291,329
Victor Hall,Russia,37,425,296
Quentin Walker,Brazil,56,267,129
Julia Rodriguez,USA,28,69,235
Paula Davis,Canada,72,251,358
Diana Jackson,Denmark,80,174,100
Tina Williams,China,73,145,139
Paula Lewis,Mexico,17,468,270
Bob Hall,Switzerland,19,407,411
Yvonne Rodriguez,Spain,37,290,326
Alice Harris,Mexico,28,310,317
Yvonne Harris,Poland,53,17,80
Wendy Lewis,Brazil,75,216,129
Kevin Hunt,Belgium,56,285,232
Ethan Clark,USA,37,122,282
Mike Jackson,Belgium,38,212,23
Bob Rodriguez,USA,62,297,279
Bob Hall,Italy,83,394,283
Quentin Williams,USA,47,1,1
Kevin Costanza,Puerto Rico,84,79,280
Mike Clark,China,36,403,371
Ursula Walker,Australia,22,466,387
George Williams,Puerto Rico,25,32,440
Rachel Davis,South Africa,37,482,86
George Allen,Puerto Rico,64,484,332
Mike Gallagher,Italy,62,138,36
Laura Allen,Japan,23,229,2
Yvonne Hall,Canada,74,376,69
Tina Hall,Spain,55,435,421
Ethan Hall,Belgium,43,171,276
Yvonne Keller,Israel,37,361,452
Mike Costanza,India,50,316,166
Laura Lee,Russia,22,313,73
Yvonne King,India,46,185,186
Quentin Clark,Norway,74,433,495
Ethan Clark,India,49,205,336
George Walker,Argentina,28,455,223
Charlie Hall,UK,60,165,492
Rachel Moore,Finland,42,10,358
Ursula Hunt,Belgium,27,140,369
Steve Lee,Germany,54,34,220
Oscar Lewis,Poland,36,334,22
Fiona Thompson,Namibia,28,141,169
Ian Rodriguez,Russia,25,288,488
Tina Prince,China,36,263,144
Kevin Wright,Argentina,54,275,379
Paula Anderson,Mexico,21,431,23
Steve Gallagher,Belgium,39,283,467
Yvonne Clark,Austria,60,377,277
Bob Moore,Netherlands,18,425,29
Rachel Walker,UK,61,234,411
Bob Davis,India,52,443,108
Yvonne Hall,Poland,73,165,352
Ethan Hall,Canada,58,177,420
Wendy King,Finland,69,257,13
Wendy Allen,South Africa,70,419,308
Xavier Williams,USA,29,174,356
Ursula Rodriguez,Italy,32,400,109
Mike Hunt,South Africa,39,151,318
Ursula Hall,South Korea,77,348,20
Bob Hunt,Norway,30,293,355
Alice Harris,Arizona,33,158,356
Ian King,South Africa,22,319,481
Laura Wright,China,78,460,82
Julia Rodriguez,China,78,148,235
Mike Keller,Germany,84,109,171
Oscar Hunt,UK,28,440,402
Victor Brown,France,69,128,137
Ursula Thompson,Israel,26,259,8
Ian King,Canada,21,348,79
Fiona Costanza,USA,56,400,445
Steve Moore,Norway,74,128,110
Yvonne Martin,Netherlands,80,435,246
Mike White,Arizona,62,373,183
Laura Hunt,Ukraine,81,212,286
Kevin Harris,Finland,19,372,490
Nina King,Denmark,50,496,257
Paula Clark,Spain,67,159,448
Quentin Moore,Italy,44,24,27
Alice Gallagher,Ukraine,61,134,208
Ursula Anderson,Ukraine,47,123,147
Oscar Lee,Namibia,60,70,300
Ian Walker,Namibia,52,148,234
Bob Thomas,Italy,55,191,19
Kevin Hall,Denmark,43,392,101
Paula Brown,South Africa,58,333,55
Charlie Clark,China,66,332,62
George Rodriguez,Arizona,62,336,316
Laura Jackson,South Africa,36,92,295
Quentin Prince,Switzerland,47,453,477
Ursula Hunt,South Korea,25,316,342
Tina Thompson,Puerto Rico,27,42,267
Bob Prince,Denmark,72,357,402
Oscar Thomas,Switzerland,64,27,425
Ian Rodriguez,USA,82,170,310
Ethan Thompson,China,49,115,351
Nina Lewis,South Africa,76,130,310
George Walker,Israel,77,200,357
Quentin Rodriguez,Sweden,80,214,42
Mike Walker,Russia,83,341,247
Zachary Thompson,Denmark,55,496,373
Kevin Clark,Germany,85,150,97
Charlie Wright,Belgium,56,84,372
Charlie Allen,Arizona,20,328,404
Bob Jackson,Switzerland,24,69,215
Bob White,Poland,78,154,32
Ethan Walker,Israel,59,319,189
Rachel King,Arizona,70,294,165
Laura Lewis,China,37,213,265
Charlie Keller,France,79,266,124
Oscar Costanza,China,82,356,354
